,pclass,survived,sex,sibsp,parch,embarked,deck,companions,age cohort
553,2,1,female,0,0,Southampton,E,0,teenager
554,2,0,male,0,0,Southampton,E,0,young adult
555,2,0,male,0,0,Southampton,E,0,teenager
556,2,0,male,0,0,Southampton,F,0,young adult
557,2,1,female,0,1,Southampton,F,1,teenager
558,2,1,female,0,2,Southampton,E,2,teenager
559,2,1,female,0,0,Southampton,C,0,teenager
560,2,1,female,0,0,Southampton,E,0,young adult
561,2,0,male,0,0,Southampton,D,0,adult
562,2,1,female,0,0,Queenstown,E,0,young adult
563,2,0,male,0,0,Southampton,E,0,young adult
564,2,1,female,0,0,Southampton,E,0,adult
565,2,0,male,0,0,Southampton,E,0,teenager
566,2,0,male,0,0,Cherbourg,D,0,adult
567,2,0,male,0,0,Southampton,E,0,teenager
568,2,0,male,0,0,Southampton,F,0,teenager
569,2,0,male,0,0,Southampton,C,0,child
570,2,1,female,0,0,Southampton,E,0,adult
571,2,0,male,0,0,Southampton,E,0,teenager
572,2,1,female,0,0,Southampton,E,0,young adult
573,2,1,female,0,0,Southampton,E,0,young adult
574,2,0,male,1,0,Southampton,F,1,young adult
575,2,0,female,1,0,Southampton,F,1,young adult
576,2,0,male,0,0,Southampton,E,0,adult
577,2,1,female,0,0,Southampton,F,0,young adult
578,2,0,male,1,0,Southampton,F,1,young adult
579,2,0,male,1,0,Southampton,E,1,teenager
580,2,1,female,0,0,Southampton,F,0,young adult
581,2,0,male,0,0,Southampton,B,0,young adult
582,2,1,female,0,0,Southampton,D,0,child
583,2,1,female,0,0,Southampton,D,0,adult
584,2,1,female,0,0,Southampton,E,0,young adult
585,2,0,male,1,0,Southampton,F,1,young adult
586,2,1,female,1,0,Southampton,F,1,young adult
587,2,1,male,1,1,Southampton,F,2,toddler
588,2,1,female,1,1,Southampton,F,2,toddler
589,2,1,female,0,2,Southampton,F,2,young adult
590,2,1,female,1,2,Southampton,C,3,toddler
591,2,1,female,1,2,Southampton,C,3,toddler
592,2,0,male,1,2,Southampton,C,3,adult
593,2,1,female,1,2,Southampton,C,3,young adult
594,2,0,male,0,0,Southampton,E,0,senior
595,2,0,male,0,0,Southampton,D,0,young adult
596,2,1,male,0,0,Southampton,E,0,young adult
597,2,1,male,0,0,Southampton,E,0,young adult
598,2,1,female,0,0,Southampton,D,0,young adult
599,2,0,female,0,0,Southampton,E,0,teenager
600,3,0,male,0,0,Southampton,F,0,adult
601,3,0,male,0,2,Southampton,F,2,child
602,3,0,male,1,1,Southampton,F,2,teenager
603,3,1,female,1,1,Southampton,F,2,young adult
604,3,1,female,0,0,Southampton,F,0,teenager
605,3,1,male,0,0,Southampton,F,0,teenager
606,3,1,male,0,0,Southampton,E,0,teenager
607,3,1,female,0,0,Cherbourg,F,0,teenager
608,3,0,male,0,0,Southampton,F,0,young adult
609,3,0,male,0,0,Southampton,E,0,young adult
610,3,0,female,1,0,Southampton,G,1,adult
611,3,1,male,0,1,Southampton,G,1,toddler
612,3,1,female,0,1,Southampton,G,1,teenager
613,3,1,male,0,0,Cherbourg,G,0,young adult
614,3,0,male,0,0,Southampton,F,0,young adult
615,3,0,male,0,0,Southampton,E,0,teenager
616,3,0,male,0,0,Southampton,F,0,teenager
617,3,0,male,0,0,Southampton,F,0,teenager
618,3,0,male,0,0,Southampton,E,0,young adult
619,3,0,male,0,0,Southampton,E,0,teenager
620,3,0,male,0,0,Southampton,F,0,young adult
621,3,1,female,1,0,Southampton,F,1,teenager
622,3,0,male,4,2,Southampton,A,3,toddler
623,3,0,female,4,2,Southampton,A,3,child
624,3,0,female,4,2,Southampton,A,3,toddler
625,3,1,female,4,2,Southampton,E,3,teenager
626,3,0,female,4,2,Southampton,F,3,adult
627,3,0,female,4,2,Southampton,A,3,child
628,3,0,female,4,2,Southampton,A,3,child
629,3,0,male,1,5,Southampton,A,3,adult
630,3,1,male,0,0,Southampton,F,0,young adult
631,3,0,male,0,0,Southampton,F,0,young adult
632,3,0,female,1,5,Southampton,A,3,adult
633,3,0,male,0,0,Southampton,F,0,teenager
634,3,0,male,0,0,Southampton,F,0,young adult
635,3,0,male,1,0,Southampton,G,1,teenager
636,3,0,female,1,0,Southampton,G,1,teenager
637,3,0,male,0,0,Southampton,F,0,teenager
638,3,0,male,0,0,Southampton,F,0,young adult
639,3,0,male,4,2,Southampton,A,3,toddler
640,3,0,male,4,2,Southampton,A,3,child
641,3,1,male,4,2,Southampton,A,3,toddler
642,3,0,male,4,2,Southampton,A,3,child
643,3,1,female,4,2,Southampton,A,3,toddler
644,3,0,male,1,5,Southampton,A,3,adult
645,3,1,male,0,0,Southampton,F,0,teenager
646,3,1,female,1,5,Southampton,A,3,adult
647,3,1,female,0,0,Cherbourg,F,0,adult
648,3,0,male,0,0,Cherbourg,F,0,teenager
649,3,0,male,0,0,Southampton,F,0,teenager
650,3,0,female,0,0,Cherbourg,D,0,teenager
651,3,0,male,0,0,Cherbourg,F,0,young adult
652,3,0,male,0,0,Southampton,F,0,teenager
653,3,1,female,0,0,Cherbourg,F,0,child
654,3,0,male,0,0,Cherbourg,F,0,teenager
655,3,0,male,1,0,Southampton,D,1,young adult
656,3,1,female,3,0,Southampton,D,3,young adult
657,3,1,female,2,1,Cherbourg,G,3,toddler
658,3,1,female,2,1,Cherbourg,G,3,toddler
659,3,1,female,2,1,Cherbourg,G,3,toddler
660,3,1,female,0,3,Cherbourg,G,3,teenager
661,3,1,female,0,0,Southampton,E,0,teenager
662,3,0,male,0,0,Cherbourg,F,0,adult
663,3,0,male,0,0,Southampton,F,0,young adult
664,3,1,male,0,0,Cherbourg,F,0,teenager
665,3,0,female,0,1,Cherbourg,D,1,teenager
666,3,0,female,0,1,Cherbourg,D,1,adult
667,3,0,female,0,0,Queenstown,F,0,young adult
668,3,0,male,0,0,Southampton,E,0,teenager
669,3,0,male,0,0,Southampton,E,0,teenager
670,3,0,male,0,0,Southampton,F,0,young adult
671,3,0,male,0,0,Southampton,G,0,teenager
672,3,0,male,0,0,Cherbourg,F,0,young adult
673,3,0,male,0,0,Cherbourg,B,0,teenager
674,3,1,male,0,0,Southampton,A,0,young adult
675,3,0,male,0,0,Southampton,F,0,teenager
676,3,0,male,0,0,Southampton,F,0,teenager
677,3,0,male,0,0,Southampton,F,0,young adult
678,3,0,male,1,1,Cherbourg,D,2,child
679,3,0,female,1,1,Cherbourg,D,2,child
680,3,0,male,0,0,Cherbourg,F,0,young adult
681,3,0,female,0,2,Cherbourg,D,2,young adult
682,3,0,female,0,2,Queenstown,F,2,young adult
683,3,0,male,1,1,Queenstown,D,2,adult
684,3,0,female,1,1,Queenstown,D,2,young adult
685,3,0,male,0,0,Southampton,G,0,teenager
686,3,1,female,0,0,Queenstown,F,0,teenager
687,3,0,female,0,0,Southampton,F,0,teenager
688,3,0,male,1,0,Southampton,F,1,young adult
689,3,0,male,1,0,Southampton,F,1,teenager
690,3,0,male,0,0,Southampton,F,0,teenager
691,3,0,male,0,0,Southampton,E,0,young adult
692,3,0,female,0,0,Queenstown,F,0,teenager
693,3,1,male,0,0,Queenstown,F,0,teenager
694,3,0,male,0,0,Queenstown,F,0,teenager
695,3,0,female,0,0,Queenstown,F,0,teenager
696,3,0,female,0,0,Southampton,E,0,teenager
697,3,0,female,0,0,Southampton,E,0,young adult
698,3,0,male,0,0,Southampton,E,0,teenager
699,3,0,male,0,0,Southampton,E,0,adult
700,3,0,male,0,0,Southampton,E,0,teenager
701,3,0,male,0,0,Southampton,E,0,teenager
702,3,0,female,0,0,Queenstown,F,0,teenager
703,3,0,male,0,0,Queenstown,F,0,teenager
704,3,0,male,0,0,Southampton,E,0,teenager
705,3,0,male,1,0,Cherbourg,D,1,young adult
706,3,0,female,1,0,Cherbourg,D,1,young adult
707,3,0,male,0,0,Southampton,F,0,young adult
708,3,0,male,0,0,Southampton,F,0,teenager
709,3,1,female,0,0,Queenstown,F,0,teenager
710,3,0,female,0,0,Queenstown,F,0,adult
711,3,0,male,0,0,Southampton,F,0,young adult
712,3,0,male,0,0,Southampton,E,0,teenager
713,3,0,male,0,0,Queenstown,F,0,teenager
714,3,1,male,0,0,Southampton,A,0,young adult
715,3,0,male,0,0,Southampton,E,0,young adult
716,3,0,male,1,0,Cherbourg,D,1,young adult
717,3,0,male,1,0,Cherbourg,D,1,teenager
718,3,0,male,0,0,Southampton,F,0,teenager
719,3,1,male,0,0,Southampton,E,0,teenager
720,3,0,male,0,0,Queenstown,F,0,teenager
721,3,0,male,0,0,Southampton,F,0,adult
722,3,0,male,0,0,Southampton,F,0,teenager
723,3,0,male,0,0,Queenstown,F,0,young adult
724,3,0,male,0,0,Queenstown,F,0,young adult
725,3,1,female,0,0,Queenstown,F,0,teenager
726,3,0,female,0,0,Queenstown,F,0,young adult
727,3,0,male,0,0,Queenstown,F,0,senior
728,3,0,male,0,0,Southampton,E,0,adult
729,3,0,male,0,0,Southampton,F,0,young adult
730,3,0,male,0,0,Southampton,F,0,young adult
731,3,0,male,0,0,Southampton,F,0,teenager
732,3,0,male,0,0,Southampton,E,0,young adult
733,3,1,male,1,1,Southampton,G,2,child
734,3,1,male,1,1,Southampton,G,2,toddler
735,3,1,female,0,2,Southampton,G,2,adult
736,3,0,male,0,0,Southampton,F,0,adult
737,3,0,male,0,0,Southampton,E,0,teenager
738,3,1,female,0,1,Southampton,G,1,teenager
739,3,0,male,0,1,Southampton,G,1,adult
740,3,0,male,0,0,Southampton,E,0,teenager
741,3,0,male,0,0,Cherbourg,F,0,teenager
742,3,1,male,0,0,Southampton,E,0,adult
743,3,0,female,0,0,Southampton,E,0,teenager
744,3,0,male,0,0,Southampton,G,0,teenager
745,3,1,female,0,0,Queenstown,F,0,young adult
746,3,1,male,0,0,Queenstown,F,0,young adult
747,3,0,male,0,2,Southampton,D,2,toddler
748,3,0,male,1,1,Southampton,D,2,young adult
749,3,0,female,1,1,Southampton,D,2,young adult
750,3,0,male,0,0,Southampton,F,0,young adult
751,3,0,male,0,0,Southampton,F,0,teenager
752,3,0,male,2,0,Southampton,E,2,teenager
753,3,0,male,0,0,Southampton,E,0,teenager
754,3,0,male,2,0,Southampton,E,2,teenager
755,3,0,male,2,0,Southampton,E,2,teenager
756,3,0,male,1,0,Southampton,G,1,young adult
757,3,1,female,1,0,Southampton,G,1,young adult
758,3,1,male,1,0,Southampton,G,1,adult
759,3,1,female,1,0,Southampton,G,1,adult
760,3,1,male,0,0,Southampton,G,0,young adult
761,3,0,male,0,0,Southampton,G,0,teenager
762,3,1,male,1,2,Southampton,F,3,toddler
763,3,1,female,1,2,Southampton,F,3,toddler
764,3,0,male,1,2,Southampton,F,3,young adult
765,3,1,female,1,2,Southampton,F,3,young adult
766,3,0,male,0,0,Southampton,F,0,teenager
767,3,0,male,0,0,Southampton,F,0,young adult
768,3,0,male,0,0,Southampton,F,0,young adult
769,3,0,male,0,0,Southampton,F,0,teenager
770,3,0,male,0,0,Southampton,F,0,adult
771,3,1,female,0,0,Queenstown,F,0,teenager
772,3,0,male,0,0,Southampton,F,0,teenager
773,3,0,male,0,0,Southampton,E,0,adult
774,3,0,male,0,0,Southampton,F,0,adult
775,3,0,male,0,0,Cherbourg,F,0,young adult
776,3,0,male,0,0,Queenstown,F,0,young adult
777,3,1,male,0,0,Southampton,E,0,teenager
778,3,1,female,0,0,Southampton,E,0,young adult
779,3,0,female,0,0,Queenstown,F,0,teenager
780,3,1,female,0,0,Southampton,E,0,teenager
781,3,0,male,0,0,Cherbourg,F,0,young adult
782,3,0,male,0,0,Queenstown,F,0,senior
783,3,1,male,0,0,Southampton,F,0,teenager
784,3,0,male,1,0,Southampton,D,1,teenager
785,3,1,female,1,0,Southampton,D,1,teenager
786,3,0,male,0,0,Southampton,F,0,teenager
787,3,0,male,0,0,Southampton,F,0,teenager
788,3,0,male,0,0,Southampton,F,0,adult
789,3,0,male,0,0,Cherbourg,F,0,young adult
790,3,0,male,0,2,Cherbourg,F,2,adult
791,3,0,male,1,1,Cherbourg,F,2,teenager
792,3,0,male,1,1,Cherbourg,F,2,teenager
793,3,0,male,0,0,Southampton,F,0,adult
794,3,1,female,0,0,Southampton,E,0,toddler
795,3,0,male,0,0,Cherbourg,F,0,young adult
796,3,0,male,0,0,Southampton,D,0,adult
797,3,0,male,0,0,Queenstown,F,0,adult
798,3,1,male,0,0,Southampton,F,0,young adult
799,3,0,male,0,0,Southampton,F,0,teenager
800,3,0,female,0,0,Queenstown,F,0,young adult
801,3,0,male,0,0,Queenstown,F,0,young adult
802,3,0,male,0,0,Queenstown,F,0,young adult
803,3,0,male,0,0,Queenstown,F,0,young adult
804,3,0,male,0,0,Queenstown,F,0,young adult
805,3,1,male,0,0,Southampton,A,0,young adult
806,3,0,female,2,2,Southampton,A,3,teenager
807,3,0,female,2,2,Southampton,A,3,child
808,3,0,male,0,0,Southampton,E,0,young adult
809,3,0,male,2,2,Southampton,A,3,teenager
810,3,0,male,1,3,Southampton,A,3,teenager
811,3,0,female,1,3,Southampton,A,3,adult
812,3,0,male,0,0,Queenstown,F,0,young adult
813,3,0,male,0,0,Southampton,F,0,young adult
814,3,0,male,0,0,Queenstown,F,0,teenager
815,3,0,male,0,0,Southampton,D,0,young adult
816,3,0,male,0,0,Cherbourg,F,0,young adult
817,3,0,male,0,0,Southampton,E,0,teenager
818,3,1,female,0,0,Queenstown,F,0,teenager
819,3,1,female,0,0,Queenstown,F,0,young adult
820,3,1,male,0,2,Southampton,F,2,child
821,3,0,male,1,1,Southampton,F,2,young adult
822,3,0,male,0,0,Southampton,F,0,adult
823,3,1,female,1,1,Southampton,F,2,young adult
824,3,0,male,0,0,Southampton,F,0,adult
825,3,0,male,5,2,Southampton,B,3,child
826,3,0,male,5,2,Southampton,B,3,toddler
827,3,0,male,5,2,Southampton,B,3,child
828,3,0,female,5,2,Southampton,B,3,child
829,3,0,female,5,2,Southampton,B,3,teenager
830,3,0,male,5,2,Southampton,B,3,child
831,3,0,male,1,6,Southampton,B,3,adult
832,3,0,female,1,6,Southampton,B,3,adult
833,3,0,male,0,0,Southampton,E,0,adult
834,3,0,male,0,0,Southampton,E,0,young adult
835,3,0,male,0,0,Southampton,E,0,young adult
836,3,0,male,0,0,Southampton,G,0,teenager
837,3,0,male,2,0,Southampton,E,2,adult
838,3,0,male,2,0,Southampton,E,2,young adult
839,3,0,male,0,0,Southampton,F,0,teenager
840,3,0,female,0,0,Southampton,E,0,teenager
841,3,0,female,0,0,Queenstown,F,0,teenager
842,3,0,male,1,0,Southampton,F,1,young adult
843,3,0,male,1,0,Southampton,F,1,young adult
844,3,0,male,1,0,Southampton,D,1,young adult
845,3,1,female,1,0,Southampton,D,1,teenager
846,3,0,male,0,0,Southampton,G,0,teenager
847,3,0,male,0,0,Cherbourg,F,0,teenager
848,3,0,male,2,0,Southampton,D,2,adult
849,3,0,male,1,0,Southampton,F,1,young adult
850,3,0,male,0,0,Southampton,F,0,teenager
851,3,1,female,1,0,Southampton,D,1,adult
852,3,0,female,0,0,Southampton,F,0,young adult
853,3,0,male,0,0,Southampton,F,0,teenager
854,3,0,male,0,0,Queenstown,F,0,young adult
855,3,0,male,0,0,Cherbourg,G,0,child
856,3,1,female,0,0,Queenstown,F,0,young adult
857,3,1,male,0,0,Southampton,F,0,young adult
858,3,1,male,0,0,Southampton,A,0,young adult
859,3,0,female,0,0,Queenstown,F,0,teenager
860,3,1,female,0,0,Southampton,E,0,young adult
861,3,0,female,0,0,Southampton,E,0,teenager
862,3,1,female,0,0,Southampton,E,0,teenager
863,3,0,male,0,0,Southampton,F,0,young adult
864,3,0,female,0,0,Southampton,F,0,young adult
865,3,0,female,0,0,Queenstown,F,0,young adult
866,3,1,female,0,1,Southampton,E,1,toddler
867,3,1,female,1,1,Southampton,E,2,teenager
868,3,0,male,0,0,Southampton,F,0,adult
869,3,0,male,0,0,Southampton,F,0,young adult
870,3,1,female,0,0,Southampton,E,0,young adult
871,3,0,male,0,0,Queenstown,F,0,young adult
872,3,1,female,0,0,Southampton,E,0,young adult
873,3,0,male,0,0,Southampton,F,0,adult
874,3,1,male,0,0,Southampton,F,0,young adult
875,3,0,male,0,0,Cherbourg,F,0,young adult
876,3,0,male,0,0,Southampton,F,0,young adult
877,3,0,female,1,0,Southampton,E,1,young adult
878,3,0,female,1,0,Southampton,E,1,teenager
879,3,0,male,0,0,Southampton,F,0,young adult
880,3,1,male,0,0,Cherbourg,F,0,young adult
881,3,1,male,0,0,Southampton,F,0,teenager
882,3,0,male,0,0,Southampton,F,0,young adult
883,3,0,male,0,0,Southampton,F,0,teenager
884,3,0,male,0,0,Southampton,F,0,adult
885,3,0,male,1,0,Southampton,F,1,teenager
886,3,1,female,0,0,Queenstown,F,0,young adult
887,3,1,male,0,0,Southampton,E,0,young adult
888,3,0,male,0,0,Southampton,F,0,young adult
889,3,1,male,0,0,Southampton,F,0,young adult
890,3,0,male,0,0,Southampton,F,0,teenager
891,3,0,male,0,0,Southampton,E,0,young adult
892,3,0,male,0,0,Southampton,F,0,young adult
893,3,0,male,0,0,Southampton,F,0,young adult
894,3,1,male,1,1,Southampton,E,2,toddler
895,3,1,female,1,1,Southampton,E,2,toddler
896,3,0,male,0,0,Southampton,B,0,adult
897,3,0,male,0,0,Southampton,F,0,young adult
898,3,0,male,0,0,Southampton,B,0,teenager
899,3,1,female,0,2,Southampton,E,2,young adult
900,3,0,male,1,2,Southampton,F,3,young adult
901,3,0,female,1,2,Southampton,F,3,young adult
902,3,0,male,1,2,Southampton,F,3,young adult
903,3,0,female,1,2,Southampton,F,3,young adult
904,3,0,male,0,0,Southampton,F,0,teenager
905,3,1,male,0,0,Southampton,F,0,young adult
906,3,0,male,0,0,Southampton,F,0,young adult
907,3,0,female,1,0,Southampton,G,1,teenager
908,3,0,female,1,0,Southampton,G,1,teenager
909,3,1,male,0,0,Southampton,E,0,young adult
910,3,0,male,0,0,Southampton,F,0,teenager
911,3,0,male,0,0,Southampton,E,0,teenager
912,3,0,male,0,0,Southampton,F,0,young adult
913,3,1,male,0,0,Southampton,F,0,teenager
914,3,0,male,0,0,Southampton,F,0,young adult
915,3,0,male,0,0,Southampton,F,0,teenager
916,3,1,female,0,1,Cherbourg,D,1,toddler
917,3,1,male,0,1,Cherbourg,D,1,adult
918,3,0,male,0,0,Cherbourg,F,0,young adult
919,3,0,male,0,0,Cherbourg,F,0,teenager
920,3,0,male,0,0,Queenstown,F,0,young adult
921,3,0,male,0,0,Southampton,F,0,young adult
922,3,1,female,0,0,Queenstown,F,0,young adult
923,3,1,female,0,0,Queenstown,F,0,young adult
924,3,0,male,0,0,Queenstown,F,0,young adult
925,3,0,male,0,0,Southampton,E,0,adult
926,3,1,male,0,0,Queenstown,F,0,young adult
927,3,0,male,1,0,Cherbourg,D,1,young adult
928,3,0,female,1,0,Cherbourg,D,1,young adult
929,3,0,male,1,0,Queenstown,F,1,young adult
930,3,0,male,1,0,Queenstown,F,1,young adult
931,3,0,male,0,0,Queenstown,F,0,young adult
932,3,0,female,2,0,Southampton,E,2,teenager
933,3,0,male,2,0,Southampton,E,2,young adult
934,3,1,female,0,2,Southampton,F,2,toddler
935,3,1,male,3,1,Southampton,F,3,young adult
936,3,1,female,1,1,Southampton,F,2,young adult
937,3,0,female,1,1,Southampton,E,2,toddler
938,3,0,male,1,1,Southampton,F,2,teenager
939,3,0,female,0,2,Southampton,E,2,adult
940,3,0,male,0,0,Cherbourg,F,0,young adult
941,3,1,male,0,0,Cherbourg,F,0,teenager
942,3,0,male,0,0,Cherbourg,F,0,young adult
943,3,0,female,0,0,Southampton,G,0,adult
944,3,0,male,0,0,Southampton,F,0,young adult
945,3,1,male,0,0,Southampton,A,0,young adult
946,3,0,male,0,0,Southampton,A,0,young adult
947,3,1,female,0,0,Southampton,F,0,teenager
948,3,0,male,0,0,Queenstown,F,0,young adult
949,3,1,male,0,0,Southampton,A,0,young adult
950,3,0,male,0,0,Southampton,G,0,young adult
951,3,0,male,0,0,Southampton,F,0,young adult
952,3,0,male,0,0,Southampton,F,0,teenager
953,3,1,male,0,0,Cherbourg,F,0,teenager
954,3,0,male,3,1,Southampton,E,3,young adult
955,3,0,female,3,1,Southampton,E,3,young adult
956,3,0,female,3,1,Southampton,E,3,young adult
957,3,0,female,3,1,Southampton,E,3,young adult
958,3,0,female,0,4,Southampton,E,3,young adult
959,3,0,male,0,0,Southampton,E,0,young adult
960,3,0,male,0,0,Cherbourg,F,0,young adult
961,3,0,female,1,0,Queenstown,D,1,young adult
962,3,0,male,1,0,Queenstown,D,1,young adult
963,3,0,male,0,0,Southampton,B,0,adult
964,3,0,male,0,0,Southampton,E,0,adult
965,3,0,male,0,0,Southampton,G,0,teenager
966,3,0,female,0,0,Southampton,F,0,teenager
967,3,0,female,0,0,Southampton,F,0,adult
968,3,0,male,1,0,Southampton,D,1,adult
969,3,0,female,1,0,Southampton,D,1,young adult
970,3,1,male,1,0,Southampton,E,1,teenager
971,3,0,male,0,0,Queenstown,F,0,young adult
972,3,0,male,0,0,Southampton,A,0,young adult
973,3,0,male,0,0,Southampton,F,0,young adult
974,3,0,male,1,0,Southampton,G,1,young adult
975,3,0,female,1,0,Southampton,G,1,young adult
976,3,0,male,0,0,Southampton,F,0,young adult
977,3,0,male,0,0,Southampton,F,0,teenager
978,3,1,male,0,0,Southampton,E,0,young adult
979,3,0,male,0,0,Southampton,F,0,adult
980,3,1,female,0,0,Southampton,F,0,teenager
981,3,1,male,0,0,Southampton,F,0,young adult
982,3,0,male,0,0,Southampton,F,0,young adult
983,3,0,male,0,0,Southampton,F,0,young adult
984,3,1,female,0,0,Queenstown,F,0,young adult
985,3,1,male,0,0,Southampton,F,0,teenager
986,3,0,male,0,0,Southampton,F,0,teenager
987,3,0,female,0,0,Queenstown,F,0,young adult
988,3,0,male,0,0,Queenstown,F,0,young adult
989,3,0,male,0,0,Southampton,E,0,young adult
990,3,0,male,0,0,Southampton,E,0,young adult
991,3,1,male,0,0,Cherbourg,F,0,young adult
992,3,0,female,0,0,Queenstown,F,0,young adult
993,3,1,female,0,0,Queenstown,F,0,young adult
994,3,0,male,0,0,Cherbourg,F,0,young adult
995,3,0,male,0,0,Cherbourg,F,0,young adult
996,3,0,male,0,0,Southampton,F,0,young adult
997,3,1,female,0,0,Cherbourg,F,0,young adult
998,3,0,male,0,0,Cherbourg,F,0,young adult
999,3,1,female,0,0,Queenstown,F,0,young adult
1000,3,1,male,0,0,Queenstown,F,0,young adult
1001,3,1,female,2,0,Queenstown,F,2,young adult
1002,3,1,female,2,0,Queenstown,F,2,young adult
1003,3,1,male,2,0,Queenstown,F,2,young adult
1004,3,1,female,0,0,Queenstown,F,0,young adult
1005,3,0,male,0,0,Queenstown,D,0,young adult
1006,3,1,female,0,0,Queenstown,F,0,young adult
1007,3,1,female,0,0,Queenstown,E,0,teenager
1008,3,0,female,0,0,Queenstown,F,0,young adult
1009,3,0,male,0,0,Queenstown,F,0,young adult
1010,3,0,male,1,0,Southampton,G,1,teenager
1011,3,0,female,1,0,Southampton,G,1,teenager
1012,3,0,female,0,0,Queenstown,F,0,young adult
1013,3,0,female,0,0,Southampton,E,0,young adult
1014,3,0,female,0,0,Southampton,E,0,young adult
1015,3,0,male,0,0,Southampton,E,0,adult
1016,3,0,male,0,0,Queenstown,F,0,young adult
1017,3,1,male,0,0,Southampton,F,0,teenager
1018,3,0,male,0,0,Southampton,E,0,young adult
1019,3,0,male,0,0,Southampton,F,0,teenager
1020,3,0,male,0,0,Southampton,F,0,teenager
1021,3,0,male,0,0,Southampton,F,0,young adult
1022,3,0,male,0,0,Southampton,F,0,young adult
1023,3,1,female,0,0,Queenstown,F,0,young adult
1024,3,0,male,0,0,Southampton,F,0,teenager
1025,3,1,male,0,1,Southampton,E,1,child
1026,3,1,female,0,1,Southampton,E,1,young adult
1027,3,0,male,0,0,Southampton,E,0,young adult
1028,3,1,female,1,0,Queenstown,E,1,young adult
1029,3,0,male,1,0,Queenstown,E,1,young adult
1030,3,0,male,0,0,Queenstown,E,0,young adult
1031,3,0,male,0,0,Southampton,E,0,young adult
1032,3,0,male,0,0,Queenstown,F,0,young adult
1033,3,1,male,0,0,Southampton,F,0,young adult
1034,3,1,male,1,1,Cherbourg,D,2,young adult
1035,3,1,male,1,1,Cherbourg,D,2,young adult
1036,3,1,female,0,2,Cherbourg,D,2,young adult
1037,3,1,female,0,0,Cherbourg,F,0,young adult
1038,3,0,male,0,0,Southampton,E,0,young adult
1039,3,1,female,0,0,Queenstown,F,0,young adult
1040,3,1,female,0,0,Queenstown,F,0,teenager
1041,3,0,male,0,0,Southampton,E,0,young adult
1042,3,1,female,1,0,Queenstown,D,1,young adult
1043,3,1,female,1,0,Queenstown,D,1,young adult
1044,3,1,female,0,0,Queenstown,D,0,young adult
1045,3,0,male,0,0,Southampton,F,0,teenager
1046,3,0,male,0,0,Southampton,F,0,teenager
1047,3,1,female,0,0,Cherbourg,F,0,teenager
1048,3,1,female,0,2,Cherbourg,D,2,toddler
1049,3,1,male,1,1,Cherbourg,D,2,teenager
1050,3,1,female,1,1,Cherbourg,D,2,teenager
1051,3,0,male,0,0,Southampton,E,0,young adult
1052,3,0,male,0,0,Southampton,F,0,young adult
1053,3,0,male,0,0,Cherbourg,F,0,young adult
1054,3,0,female,0,0,Queenstown,F,0,young adult
1055,3,0,male,0,0,Southampton,F,0,young adult
1056,3,1,male,1,0,Cherbourg,E,1,child
1057,3,1,female,1,0,Cherbourg,E,1,child
1058,3,0,female,0,0,Southampton,E,0,young adult
1059,3,0,male,0,0,Southampton,E,0,young adult
1060,3,1,female,0,0,Southampton,F,0,teenager
1061,3,1,female,0,0,Southampton,F,0,young adult
1062,3,0,male,0,0,Southampton,F,0,teenager
1063,3,0,male,0,0,Southampton,F,0,adult
1064,3,1,male,0,0,Southampton,E,0,adult
1065,3,0,male,0,0,Southampton,F,0,teenager
1066,3,0,male,0,0,Cherbourg,F,0,young adult
1067,3,1,female,0,0,Southampton,F,0,teenager
1068,3,0,male,0,0,Southampton,F,0,senior
1069,3,0,male,1,0,Queenstown,D,1,young adult
1070,3,0,male,0,0,Queenstown,F,0,young adult
1071,3,1,female,1,0,Queenstown,D,1,young adult
1072,3,0,male,0,0,Queenstown,F,0,young adult
1073,3,0,male,0,0,Queenstown,F,0,young adult
1074,3,0,male,0,0,Queenstown,F,0,young adult
1075,3,0,male,0,0,Southampton,E,0,teenager
1076,3,0,female,0,0,Queenstown,F,0,young adult
1077,3,1,female,0,0,Queenstown,F,0,young adult
1078,3,1,female,0,0,Queenstown,F,0,young adult
1079,3,1,female,0,0,Southampton,F,0,teenager
1080,3,1,male,0,0,Queenstown,F,0,young adult
1081,3,1,female,0,0,Queenstown,F,0,young adult
1082,3,1,male,0,1,Southampton,B,1,child
1083,3,0,male,0,0,Southampton,F,0,young adult
1084,3,0,male,0,1,Southampton,E,1,adult
1085,3,0,male,0,0,Southampton,F,0,young adult
1086,3,0,female,0,0,Southampton,F,0,young adult
1087,3,0,male,0,0,Southampton,F,0,young adult
1088,3,1,male,0,0,Southampton,F,0,young adult
1089,3,0,male,0,0,Southampton,E,0,teenager
1090,3,0,female,0,0,Southampton,E,0,teenager
1091,3,0,female,0,0,Southampton,E,0,teenager
1092,3,0,male,0,0,Southampton,E,0,teenager
1093,3,0,male,0,0,Southampton,E,0,teenager
1094,3,1,female,0,0,Southampton,E,0,young adult
1095,3,0,female,0,0,Queenstown,F,0,young adult
1096,3,0,male,3,1,Southampton,F,3,toddler
1097,3,0,male,3,1,Southampton,F,3,child
1098,3,0,female,3,1,Southampton,F,3,toddler
1099,3,0,female,3,1,Southampton,F,3,child
1100,3,0,female,0,4,Southampton,F,3,young adult
1101,3,0,male,4,1,Southampton,A,3,toddler
